,_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
14879,14647,2021Q4,S08000016,,S08000016,Melanoma,,4,,4,
14880,14648,2021Q4,S08000016,,S08000016,Ovarian,,1,,1,
14881,14649,2021Q4,S08000016,,S08000016,Upper GI,,9,,9,
14882,14650,2021Q4,S08000016,,S08000016,Urological,,11,,10,
14883,14651,2021Q4,S08000016,,S08000024,Breast,,1,,1,
14884,14652,2021Q4,S08000016,,S08000024,Colorectal,,2,,2,
14885,14653,2021Q4,S08000016,,S08000024,Head & Neck,,3,,3,
14886,14654,2021Q4,S08000016,,S08000024,Lung,,2,,2,
14887,14655,2021Q4,S08000016,,S08000024,Melanoma,,1,,1,
14888,14656,2021Q4,S08000016,,S08000024,Ovarian,,1,,1,
14889,14657,2021Q4,S08000016,,S08000024,Upper GI,,3,,3,
14890,14658,2021Q4,S08000016,,S08000024,Urological,,4,,1,
14891,14659,2021Q4,S08000017,,S08000017,Breast,,17,,17,
14892,14660,2021Q4,S08000017,,S08000017,Colorectal,,17,,12,
14893,14661,2021Q4,S08000017,,S08000017,Lung,,14,,14,
14894,14662,2021Q4,S08000017,,S08000017,Lymphoma,,1,,1,
14895,14663,2021Q4,S08000017,,S08000017,Melanoma,,6,,6,
14896,14664,2021Q4,S08000017,,S08000017,Ovarian,,2,,2,
14897,14665,2021Q4,S08000017,,S08000017,Upper GI,,14,,14,
14898,14666,2021Q4,S08000017,,S08000017,Urological,,23,,13,
14899,14667,2021Q4,S08000017,,S08000024,Breast,,1,,0,
14900,14668,2021Q4,S08000017,,S08000024,Colorectal,,1,,1,
14901,14669,2021Q4,S08000017,,S08000024,Head & Neck,,2,,2,
14902,14670,2021Q4,S08000017,,S08000024,Lung,,3,,3,
14903,14671,2021Q4,S08000017,,S08000024,Ovarian,,1,,1,
14904,14672,2021Q4,S08000017,,S08000024,Upper GI,,5,,4,
14905,14673,2021Q4,S08000017,,S08000031,Head & Neck,,2,,1,
14906,14674,2021Q4,S08000017,,SB0801,Lung,,4,,4,
14907,14675,2021Q4,S08000019,,S08000019,Breast,,46,,46,
14908,14677,2021Q4,S08000019,,S08000019,Colorectal,,33,,22,
14909,14678,2021Q4,S08000019,,S08000019,Head & Neck,,2,,1,
14910,14679,2021Q4,S08000019,,S08000019,Lung,,39,,36,
14911,14680,2021Q4,S08000019,,S08000019,Lymphoma,,7,,6,
14912,14681,2021Q4,S08000019,,S08000019,Melanoma,,26,,19,
14913,14682,2021Q4,S08000019,,S08000019,Ovarian,,3,,2,
14914,14683,2021Q4,S08000019,,S08000019,Upper GI,,18,,18,
14915,14684,2021Q4,S08000019,,S08000019,Urological,,66,,51,
14916,14685,2021Q4,S08000019,,S08000024,Upper GI,,2,,2,
14917,14686,2021Q4,S08000019,,S08000031,Cervical,,1,,1,
14918,14687,2021Q4,S08000019,,S08000031,Colorectal,,4,,1,
14919,14688,2021Q4,S08000019,,S08000031,Head & Neck,,4,,3,
14920,14689,2021Q4,S08000019,,S08000031,Lung,,8,,3,
14921,14690,2021Q4,S08000019,,S08000031,Melanoma,,1,,1,
14922,14691,2021Q4,S08000019,,S08000031,Ovarian,,2,,2,
14923,14692,2021Q4,S08000019,,S08000031,Upper GI,,5,,2,
14924,14693,2021Q4,S08000019,,S08000031,Urological,,10,,3,
14925,14694,2021Q4,S08000019,,S08000032,Head & Neck,,3,,3,
14926,14695,2021Q4,S08000019,,SB0801,Lung,,4,,0,
14927,14696,2021Q4,S08000020,,S08000020,Breast,,123,,101,
14928,14697,2021Q4,S08000020,,S08000020,Cervical,,4,,3,
14929,14698,2021Q4,S08000020,,S08000020,Colorectal,,75,,41,
14930,14699,2021Q4,S08000020,,S08000020,Head & Neck,,8,,8,
14931,14700,2021Q4,S08000020,,S08000020,Lung,,43,,33,
14932,14701,2021Q4,S08000020,,S08000020,Lymphoma,,11,,6,
14933,14702,2021Q4,S08000020,,S08000020,Melanoma,,18,,14,
14934,14703,2021Q4,S08000020,,S08000020,Ovarian,,6,,6,
14935,14704,2021Q4,S08000020,,S08000020,Upper GI,,48,,48,
14936,14705,2021Q4,S08000020,,S08000020,Urological,,57,,30,
14937,14706,2021Q4,S08000020,,S08000025,Lymphoma,,1,,1,
14938,14707,2021Q4,S08000020,,S08000031,Colorectal,,1,,0,
14939,14708,2021Q4,S08000020,,SB0801,Colorectal,,2,,1,
14940,14709,2021Q4,S08000022,,S08000020,Ovarian,,2,,2,
14941,14710,2021Q4,S08000022,,S08000020,Urological,,7,,0,
14942,14711,2021Q4,S08000022,,S08000022,Breast,,58,,54,
14943,14712,2021Q4,S08000022,,S08000022,Colorectal,,49,,39,
14944,14713,2021Q4,S08000022,,S08000022,Head & Neck,,9,,8,
14945,14714,2021Q4,S08000022,,S08000022,Lung,,30,,27,
14946,14715,2021Q4,S08000022,,S08000022,Lymphoma,,5,,5,
14947,14716,2021Q4,S08000022,,S08000022,Melanoma,,14,,11,
14948,14717,2021Q4,S08000022,,S08000022,Ovarian,,6,,5,
14949,14718,2021Q4,S08000022,,S08000022,Upper GI,,27,,23,
14950,14719,2021Q4,S08000022,,S08000022,Urological,,59,,49,
14951,14720,2021Q4,S08000022,,S08000024,Urological,,1,,0,
14952,14721,2021Q4,S08000022,,S08000030,Head & Neck,,1,,1,
14953,14722,2021Q4,S08000022,,S08000031,Breast,,1,,1,
14954,14723,2021Q4,S08000022,,S08000031,Colorectal,,2,,2,
14955,14724,2021Q4,S08000022,,S08000031,Melanoma,,1,,1,
14956,14725,2021Q4,S08000022,,S08000031,Upper GI,,1,,1,
14957,14726,2021Q4,S08000022,,S08000031,Urological,,1,,0,
14958,14727,2021Q4,S08000022,,SB0801,Lung,,3,,3,
14959,14728,2021Q4,S08000024,,S08000015,Breast,,1,,1,
14960,14729,2021Q4,S08000024,,S08000016,Breast,,1,,1,
14961,14730,2021Q4,S08000024,,S08000019,Breast,,4,,4,
14962,14731,2021Q4,S08000024,,S08000024,Breast,,247,,247,
14963,14732,2021Q4,S08000024,,S08000024,Cervical,,6,,4,
14964,14733,2021Q4,S08000024,,S08000024,Colorectal,,116,,85,
14965,14734,2021Q4,S08000024,,S08000024,Head & Neck,,24,,21,
14966,14735,2021Q4,S08000024,,S08000024,Lung,,72,,68,
14967,14736,2021Q4,S08000024,,S08000024,Lymphoma,,10,,9,
14968,14737,2021Q4,S08000024,,S08000024,Melanoma,,28,,23,
14969,14738,2021Q4,S08000024,,S08000024,Ovarian,,8,,8,
14970,14739,2021Q4,S08000024,,S08000024,Upper GI,,64,,58,
14971,14740,2021Q4,S08000024,,S08000024,Urological,,145,,84,
14972,14741,2021Q4,S08000024,,S08000029,Breast,,2,,2,
14973,14742,2021Q4,S08000024,,S08000032,Upper GI,,2,,2,
14974,14743,2021Q4,S08000025,,S08000020,Upper GI,,1,,1,
14975,14744,2021Q4,S08000025,,S08000020,Urological,,2,,0,
14976,14745,2021Q4,S08000025,,S08000025,Colorectal,,1,,0,
14977,14746,2021Q4,S08000025,,S08000025,Melanoma,,1,,1,
14978,14747,2021Q4,S08000025,,S08000025,Upper GI,,2,,2,
14979,14748,2021Q4,S08000025,,S08000025,Urological,,4,,2,
14980,14749,2021Q4,S08000026,,S08000020,Head & Neck,,1,,1,
14981,14750,2021Q4,S08000026,,S08000020,Upper GI,,1,,1,
14982,14779,2021Q4,S08000029,,S08000029,Ovarian,,4,,4,
14983,14780,2021Q4,S08000029,,S08000029,Upper GI,,21,,20,
14984,14781,2021Q4,S08000029,,S08000029,Urological,,38,,24,
14985,14782,2021Q4,S08000029,,S08000030,Head & Neck,,6,,4,
14986,14783,2021Q4,S08000030,,S08000020,Lung,,2,,2,
14987,14784,2021Q4,S08000030,,S08000024,Lung,,2,,2,
14988,14785,2021Q4,S08000030,,S08000024,Urological,,1,,1,
14989,14786,2021Q4,S08000030,,S08000030,Breast,,71,,67,
14990,14787,2021Q4,S08000030,,S08000030,Cervical,,4,,4,
14991,14788,2021Q4,S08000030,,S08000030,Colorectal,,38,,33,
14992,14789,2021Q4,S08000030,,S08000030,Head & Neck,,5,,4,
14993,14790,2021Q4,S08000030,,S08000030,Lung,,36,,33,
14994,14791,2021Q4,S08000030,,S08000030,Melanoma,,10,,10,
14995,14792,2021Q4,S08000030,,S08000030,Ovarian,,2,,1,
14996,14793,2021Q4,S08000030,,S08000030,Upper GI,,22,,21,
14997,14794,2021Q4,S08000030,,S08000030,Urological,,42,,31,
14998,14795,2021Q4,S08000031,,S08000015,Lung,,1,,1,
14999,14796,2021Q4,S08000031,,S08000015,Upper GI,,1,,1,
15000,14797,2021Q4,S08000031,,S08000031,Breast,,258,,234,
15001,14798,2021Q4,S08000031,,S08000031,Cervical,,3,,3,
15002,14799,2021Q4,S08000031,,S08000031,Colorectal,,154,,81,
15003,14800,2021Q4,S08000031,,S08000031,Head & Neck,,48,,34,
15004,14801,2021Q4,S08000031,,S08000031,Lung,,137,,104,
15005,14802,2021Q4,S08000031,,S08000031,Lymphoma,,28,,24,
15006,14803,2021Q4,S08000031,,S08000031,Melanoma,,65,,62,
15007,14804,2021Q4,S08000031,,S08000031,Ovarian,,22,,18,
15008,14805,2021Q4,S08000031,,S08000031,Upper GI,,109,,77,
15009,14806,2021Q4,S08000031,,S08000031,Urological,,226,,127,
15010,14807,2021Q4,S08000031,,S08000032,Breast,,29,,22,
15011,14808,2021Q4,S08000031,,SB0801,Colorectal,,1,,1,
15012,14809,2021Q4,S08000031,,SB0801,Lung,,26,,13,
15013,14810,2021Q4,S08000032,,S08000024,Upper GI,,2,,2,
15014,14811,2021Q4,S08000032,,S08000031,Cervical,,2,,2,
15015,14812,2021Q4,S08000032,,S08000031,Colorectal,,4,,1,
15016,14813,2021Q4,S08000032,,S08000031,Head & Neck,,9,,8,
15017,14814,2021Q4,S08000032,,S08000031,Lung,,9,,8,
15018,14815,2021Q4,S08000032,,S08000031,Lymphoma,,1,,0,
15019,14816,2021Q4,S08000032,,S08000031,Ovarian,,6,,6,
15020,14817,2021Q4,S08000032,,S08000031,Upper GI,,7,,7,
15021,14818,2021Q4,S08000032,,S08000031,Urological,,4,,1,
15022,14819,2021Q4,S08000032,,S08000032,Breast,,58,,54,
15023,14820,2021Q4,S08000032,,S08000032,Cervical,,1,,1,
15024,14821,2021Q4,S08000032,,S08000032,Colorectal,,96,,66,
15025,14822,2021Q4,S08000032,,S08000032,Head & Neck,,6,,6,
15026,14823,2021Q4,S08000032,,S08000032,Lung,,41,,41,
15027,14824,2021Q4,S08000032,,S08000032,Lymphoma,,9,,9,
15028,14825,2021Q4,S08000032,,S08000032,Melanoma,,32,,32,
15029,14826,2021Q4,S08000032,,S08000032,Ovarian,,2,,2,
15030,14827,2021Q4,S08000032,,S08000032,Upper GI,,19,,15,
15031,14828,2021Q4,S08000032,,S08000032,Urological,,48,,29,
15032,14829,2021Q4,S08000032,,SB0801,Lung,,3,,3,
15033,14830,2021Q4,S92000003,d,S08000015,Breast,,100,,56,
15034,14831,2021Q4,S92000003,d,S08000015,Colorectal,,38,,34,
15035,14832,2021Q4,S92000003,d,S08000015,Head & Neck,,4,,2,
15036,14833,2021Q4,S92000003,d,S08000015,Lung,,31,,31,
15037,14834,2021Q4,S92000003,d,S08000015,Lymphoma,,4,,3,
15038,14835,2021Q4,S92000003,d,S08000015,Melanoma,,10,,9,
15039,14836,2021Q4,S92000003,d,S08000015,Ovarian,,3,,3,
15040,14837,2021Q4,S92000003,d,S08000015,Upper GI,,14,,11,
15041,14838,2021Q4,S92000003,d,S08000015,Urological,,42,,42,
15042,14839,2021Q4,S92000003,d,S08000016,Breast,,17,,17,
15043,14840,2021Q4,S92000003,d,S08000016,Cervical,,1,,1,
15044,14841,2021Q4,S92000003,d,S08000016,Colorectal,,21,,19,
15045,14842,2021Q4,S92000003,d,S08000016,Lung,,6,,6,
15046,14843,2021Q4,S92000003,d,S08000016,Lymphoma,,1,,1,
15047,14844,2021Q4,S92000003,d,S08000016,Melanoma,,4,,4,
15048,14845,2021Q4,S92000003,d,S08000016,Ovarian,,1,,1,
15049,14846,2021Q4,S92000003,d,S08000016,Upper GI,,9,,9,
15050,14847,2021Q4,S92000003,d,S08000016,Urological,,11,,10,
15051,14848,2021Q4,S92000003,d,S08000017,Breast,,20,,19,
15052,14849,2021Q4,S92000003,d,S08000017,Colorectal,,17,,12,
15053,14850,2021Q4,S92000003,d,S08000017,Lung,,14,,14,
15054,14851,2021Q4,S92000003,d,S08000017,Lymphoma,,1,,1,
15055,14852,2021Q4,S92000003,d,S08000017,Melanoma,,6,,6,
15056,14853,2021Q4,S92000003,d,S08000017,Ovarian,,2,,2,
15057,14854,2021Q4,S92000003,d,S08000017,Upper GI,,14,,14,
15058,14855,2021Q4,S92000003,d,S08000017,Urological,,23,,13,
15059,14856,2021Q4,S92000003,d,S08000019,Breast,,50,,50,
15060,14857,2021Q4,S92000003,d,S08000019,Cervical,,1,,1,
15061,14858,2021Q4,S92000003,d,S08000019,Colorectal,,33,,22,
15062,14859,2021Q4,S92000003,d,S08000019,Head & Neck,,2,,1,
15063,14860,2021Q4,S92000003,d,S08000019,Lung,,39,,36,
15064,14861,2021Q4,S92000003,d,S08000019,Lymphoma,,7,,6,
15065,14862,2021Q4,S92000003,d,S08000019,Melanoma,,26,,19,
15066,14863,2021Q4,S92000003,d,S08000019,Ovarian,,3,,2,
15067,14864,2021Q4,S92000003,d,S08000019,Upper GI,,18,,18,
15068,14865,2021Q4,S92000003,d,S08000019,Urological,,66,,51,
15069,14866,2021Q4,S92000003,d,S08000020,Breast,,123,,101,
15070,14867,2021Q4,S92000003,d,S08000020,Cervical,,4,,3,
15071,14868,2021Q4,S92000003,d,S08000020,Colorectal,,75,,41,
15072,14869,2021Q4,S92000003,d,S08000020,Head & Neck,,9,,9,
15073,14870,2021Q4,S92000003,d,S08000020,Lung,,45,,35,
15074,14871,2021Q4,S92000003,d,S08000020,Lymphoma,,11,,6,
15075,14872,2021Q4,S92000003,d,S08000020,Melanoma,,18,,14,
15076,14873,2021Q4,S92000003,d,S08000020,Ovarian,,8,,8,
15077,14874,2021Q4,S92000003,d,S08000020,Upper GI,,50,,50,
15078,14875,2021Q4,S92000003,d,S08000020,Urological,,66,,30,
15079,14876,2021Q4,S92000003,d,S08000022,Breast,,58,,54,
15080,14877,2021Q4,S92000003,d,S08000022,Colorectal,,54,,44,
15081,14878,2021Q4,S92000003,d,S08000022,Head & Neck,,9,,8,
15082,14879,2021Q4,S92000003,d,S08000022,Lung,,35,,32,
15083,14880,2021Q4,S92000003,d,S08000022,Lymphoma,,5,,5,
15084,14881,2021Q4,S92000003,d,S08000022,Melanoma,,14,,11,
15085,14882,2021Q4,S92000003,d,S08000022,Ovarian,,6,,5,
15086,14883,2021Q4,S92000003,d,S08000022,Upper GI,,29,,25,
15087,14884,2021Q4,S92000003,d,S08000022,Urological,,61,,51,
15088,14885,2021Q4,S92000003,d,S08000024,Breast,,252,,251,
15089,14886,2021Q4,S92000003,d,S08000024,Cervical,,7,,4,
15090,14887,2021Q4,S92000003,d,S08000024,Colorectal,,120,,89,
15091,14888,2021Q4,S92000003,d,S08000024,Head & Neck,,33,,29,
15092,14889,2021Q4,S92000003,d,S08000024,Lung,,93,,85,
15093,14890,2021Q4,S92000003,d,S08000024,Lymphoma,,10,,9,
15094,14891,2021Q4,S92000003,d,S08000024,Melanoma,,29,,24,
15095,14892,2021Q4,S92000003,d,S08000024,Ovarian,,10,,10,
15096,14893,2021Q4,S92000003,d,S08000024,Upper GI,,82,,71,
15097,14894,2021Q4,S92000003,d,S08000024,Urological,,158,,86,
15098,14895,2021Q4,S92000003,d,S08000025,Colorectal,,1,,0,
15099,14896,2021Q4,S92000003,d,S08000025,Lymphoma,,1,,1,
15100,14897,2021Q4,S92000003,d,S08000025,Melanoma,,1,,1,
15101,14898,2021Q4,S92000003,d,S08000025,Upper GI,,2,,2,
15102,14899,2021Q4,S92000003,d,S08000025,Urological,,4,,2,
15103,14900,2021Q4,S92000003,d,S08000026,Breast,,4,,4,
15104,14901,2021Q4,S92000003,d,S08000026,Colorectal,,1,,1,
15105,14902,2021Q4,S92000003,d,S08000026,Lung,,2,,2,
15106,14903,2021Q4,S92000003,d,S08000026,Upper GI,,2,,2,
15107,14904,2021Q4,S92000003,d,S08000026,Urological,,5,,4,
15108,14905,2021Q4,S92000003,d,S08000028,Colorectal,,5,,4,
15109,14906,2021Q4,S92000003,d,S08000028,Lung,,4,,4,
15110,14907,2021Q4,S92000003,d,S08000028,Upper GI,,2,,2,
15111,14908,2021Q4,S92000003,d,S08000028,Urological,,3,,1,
15112,14909,2021Q4,S92000003,d,S08000029,Breast,,42,,39,
15113,14910,2021Q4,S92000003,d,S08000029,Colorectal,,44,,44,
15114,14911,2021Q4,S92000003,d,S08000029,Lung,,20,,19,
15115,14912,2021Q4,S92000003,d,S08000029,Lymphoma,,6,,5,
15116,14913,2021Q4,S92000003,d,S08000029,Melanoma,,5,,5,
15117,14914,2021Q4,S92000003,d,S08000029,Ovarian,,4,,4,
15118,14915,2021Q4,S92000003,d,S08000029,Upper GI,,21,,20,
15119,14916,2021Q4,S92000003,d,S08000029,Urological,,38,,24,
15120,14917,2021Q4,S92000003,d,S08000030,Breast,,71,,67,
15121,14918,2021Q4,S92000003,d,S08000030,Cervical,,4,,4,
15122,14919,2021Q4,S92000003,d,S08000030,Colorectal,,38,,33,
15123,14920,2021Q4,S92000003,d,S08000030,Head & Neck,,12,,9,
15124,14921,2021Q4,S92000003,d,S08000030,Lung,,36,,33,
15125,14922,2021Q4,S92000003,d,S08000030,Melanoma,,10,,10,
15126,14923,2021Q4,S92000003,d,S08000030,Ovarian,,2,,1,
15127,14924,2021Q4,S92000003,d,S08000030,Upper GI,,22,,21,
15128,14925,2021Q4,S92000003,d,S08000030,Urological,,42,,31,
15129,14926,2021Q4,S92000003,d,S08000031,Breast,,259,,235,
15130,14927,2021Q4,S92000003,d,S08000031,Cervical,,6,,6,
15131,14928,2021Q4,S92000003,d,S08000031,Colorectal,,169,,85,
15132,14929,2021Q4,S92000003,d,S08000031,Head & Neck,,66,,47,
15133,14930,2021Q4,S92000003,d,S08000031,Lung,,165,,126,
15134,14931,2021Q4,S92000003,d,S08000031,Lymphoma,,29,,24,
15135,14932,2021Q4,S92000003,d,S08000031,Melanoma,,68,,64,
15136,14933,2021Q4,S92000003,d,S08000031,Ovarian,,35,,30,
15137,14934,2021Q4,S92000003,d,S08000031,Upper GI,,125,,88,
15138,14935,2021Q4,S92000003,d,S08000031,Urological,,245,,132,
15139,14936,2021Q4,S92000003,d,S08000032,Breast,,87,,76,
15140,14937,2021Q4,S92000003,d,S08000032,Cervical,,1,,1,
15141,14938,2021Q4,S92000003,d,S08000032,Colorectal,,96,,66,
15142,14939,2021Q4,S92000003,d,S08000032,Head & Neck,,9,,9,
15143,14940,2021Q4,S92000003,d,S08000032,Lung,,41,,41,
15144,14941,2021Q4,S92000003,d,S08000032,Lymphoma,,9,,9,
15145,14942,2021Q4,S92000003,d,S08000032,Melanoma,,32,,32,
15146,14943,2021Q4,S92000003,d,S08000032,Ovarian,,2,,2,
15147,14944,2021Q4,S92000003,d,S08000032,Upper GI,,21,,17,
15148,14945,2021Q4,S92000003,d,S08000032,Urological,,48,,29,
15149,14946,2021Q4,S92000003,d,SB0801,Colorectal,,3,,2,
15150,14947,2021Q4,S92000003,d,SB0801,Lung,,40,,23,
15151,14948,2021Q4,S08000015,,S08000015,All Cancer Types,d,243,,188,
15152,14949,2021Q4,S08000015,,S08000017,All Cancer Types,d,3,,2,
15153,14950,2021Q4,S08000015,,S08000031,All Cancer Types,d,28,,16,
15154,14951,2021Q4,S08000016,,S08000016,All Cancer Types,d,70,,67,
15155,14952,2021Q4,S08000016,,S08000024,All Cancer Types,d,17,,14,
15156,14953,2021Q4,S08000017,,S08000017,All Cancer Types,d,94,,79,
15157,14954,2021Q4,S08000017,,S08000024,All Cancer Types,d,13,,11,
15158,14955,2021Q4,S08000017,,S08000031,All Cancer Types,d,2,,1,
15159,14956,2021Q4,S08000017,,SB0801,All Cancer Types,d,4,,4,
15160,14957,2021Q4,S08000019,,S08000019,All Cancer Types,d,241,,202,
15161,14958,2021Q4,S08000019,,S08000024,All Cancer Types,d,2,,2,
15162,14959,2021Q4,S08000019,,S08000031,All Cancer Types,d,35,,16,
15163,14960,2021Q4,S08000019,,S08000032,All Cancer Types,d,3,,3,
15164,14961,2021Q4,S08000019,,SB0801,All Cancer Types,d,4,,0,
15165,14962,2021Q4,S08000020,,S08000020,All Cancer Types,d,393,,290,
15166,14963,2021Q4,S08000020,,S08000025,All Cancer Types,d,1,,1,
15167,14964,2021Q4,S08000020,,S08000031,All Cancer Types,d,1,,0,
15168,14965,2021Q4,S08000020,,SB0801,All Cancer Types,d,2,,1,
15169,14966,2021Q4,S08000022,,S08000020,All Cancer Types,d,9,,2,
15170,14967,2021Q4,S08000022,,S08000022,All Cancer Types,d,257,,221,
15171,14968,2021Q4,S08000022,,S08000024,All Cancer Types,d,1,,0,
15172,14969,2021Q4,S08000022,,S08000030,All Cancer Types,d,1,,1,
15173,14970,2021Q4,S08000022,,S08000031,All Cancer Types,d,6,,5,
15174,14971,2021Q4,S08000022,,SB0801,All Cancer Types,d,3,,3,
15175,14972,2021Q4,S08000024,,S08000015,All Cancer Types,d,1,,1,
15176,14973,2021Q4,S08000024,,S08000016,All Cancer Types,d,1,,1,
15177,14974,2021Q4,S08000024,,S08000019,All Cancer Types,d,4,,4,
15178,14975,2021Q4,S08000024,,S08000024,All Cancer Types,d,720,,607,
15179,14976,2021Q4,S08000024,,S08000029,All Cancer Types,d,2,,2,
15180,14977,2021Q4,S08000024,,S08000032,All Cancer Types,d,2,,2,
15181,14978,2021Q4,S08000025,,S08000020,All Cancer Types,d,3,,1,
15182,14979,2021Q4,S08000025,,S08000025,All Cancer Types,d,8,,5,
15183,14980,2021Q4,S08000026,,S08000020,All Cancer Types,d,2,,2,
15184,14981,2021Q4,S08000026,,S08000026,All Cancer Types,d,14,,13,
15185,14982,2021Q4,S08000028,,S08000022,All Cancer Types,d,14,,14,
15186,14983,2021Q4,S08000028,,S08000028,All Cancer Types,d,14,,11,
15187,14984,2021Q4,S08000028,,S08000031,All Cancer Types,d,3,,2,
15188,14985,2021Q4,S08000029,,S08000024,All Cancer Types,d,36,,19,
15189,14986,2021Q4,S08000029,,S08000029,All Cancer Types,d,178,,158,
15190,14987,2021Q4,S08000029,,S08000030,All Cancer Types,d,6,,4,
15191,14988,2021Q4,S08000030,,S08000020,All Cancer Types,d,2,,2,
15192,14989,2021Q4,S08000030,,S08000024,All Cancer Types,d,3,,3,
15193,14990,2021Q4,S08000030,,S08000030,All Cancer Types,d,230,,204,
15194,14991,2021Q4,S08000031,,S08000015,All Cancer Types,d,2,,2,
15195,14992,2021Q4,S08000031,,S08000031,All Cancer Types,d,1050,,764,
15196,14993,2021Q4,S08000031,,S08000032,All Cancer Types,d,29,,22,
15197,14994,2021Q4,S08000031,,SB0801,All Cancer Types,d,27,,14,
15198,14995,2021Q4,S08000032,,S08000024,All Cancer Types,d,2,,2,
15199,14996,2021Q4,S08000032,,S08000031,All Cancer Types,d,42,,33,
15200,14997,2021Q4,S08000032,,S08000032,All Cancer Types,d,312,,255,
15201,14998,2021Q4,S08000032,,SB0801,All Cancer Types,d,3,,3,
15202,14999,2021Q4,S92000003,d,S08000015,All Cancer Types,d,246,,191,
15203,15000,2021Q4,S92000003,d,S08000016,All Cancer Types,d,71,,68,
15204,15001,2021Q4,S92000003,d,S08000017,All Cancer Types,d,97,,81,
15205,15002,2021Q4,S92000003,d,S08000019,All Cancer Types,d,245,,206,
15206,15003,2021Q4,S92000003,d,S08000020,All Cancer Types,d,409,,297,
15207,15004,2021Q4,S92000003,d,S08000022,All Cancer Types,d,271,,235,
15208,15005,2021Q4,S92000003,d,S08000024,All Cancer Types,d,794,,658,
15209,15006,2021Q4,S92000003,d,S08000025,All Cancer Types,d,9,,6,
15210,15007,2021Q4,S92000003,d,S08000026,All Cancer Types,d,14,,13,
15211,15008,2021Q4,S92000003,d,S08000028,All Cancer Types,d,14,,11,
15212,15009,2021Q4,S92000003,d,S08000029,All Cancer Types,d,180,,160,
15213,15010,2021Q4,S92000003,d,S08000030,All Cancer Types,d,237,,209,
15214,15011,2021Q4,S92000003,d,S08000031,All Cancer Types,d,1167,,837,
15215,15012,2021Q4,S92000003,d,S08000032,All Cancer Types,d,346,,282,
15216,15013,2021Q4,S92000003,d,SB0801,All Cancer Types,d,43,,25,
15217,15014,2022Q1,S08000015,,S08000015,Breast,,87,,59,
15218,15015,2022Q1,S08000015,,S08000015,Cervical,,1,,1,
15219,15016,2022Q1,S08000015,,S08000015,Colorectal,,43,,32,
15220,15017,2022Q1,S08000015,,S08000015,Head & Neck,,12,,11,
15221,15018,2022Q1,S08000015,,S08000015,Lung,,14,,14,
15222,15019,2022Q1,S08000015,,S08000015,Lymphoma,,5,,3,
15223,15020,2022Q1,S08000015,,S08000015,Melanoma,,8,,6,
15224,15021,2022Q1,S08000015,,S08000015,Ovarian,,2,,2,
15225,15022,2022Q1,S08000015,,S08000015,Upper GI,,13,,12,
15226,15023,2022Q1,S08000015,,S08000015,Urological,,18,,18,
15227,15024,2022Q1,S08000015,,S08000017,Breast,,3,,3,
15228,15025,2022Q1,S08000015,,S08000031,Cervical,,2,,1,
15229,15026,2022Q1,S08000015,,S08000031,Colorectal,,2,,0,
15230,15027,2022Q1,S08000015,,S08000031,Head & Neck,,2,,2,
15231,15028,2022Q1,S08000015,,S08000031,Lung,,6,,6,
15232,15029,2022Q1,S08000015,,S08000031,Ovarian,,2,,2,
15233,15030,2022Q1,S08000015,,S08000031,Upper GI,,5,,1,
15234,15031,2022Q1,S08000015,,S08000031,Urological,,1,,1,
15235,15032,2022Q1,S08000015,,SB0801,Lung,,3,,3,
15236,15033,2022Q1,S08000016,,S08000016,Breast,,15,,15,
15237,15034,2022Q1,S08000016,,S08000016,Colorectal,,7,,7,
15238,15035,2022Q1,S08000016,,S08000016,Head & Neck,,1,,1,
15239,15036,2022Q1,S08000016,,S08000016,Lung,,11,,11,
15240,15037,2022Q1,S08000016,,S08000016,Lymphoma,,1,,1,
15241,15038,2022Q1,S08000016,,S08000016,Melanoma,,3,,3,
15242,15039,2022Q1,S08000016,,S08000016,Ovarian,,3,,3,
15243,15040,2022Q1,S08000016,,S08000016,Upper GI,,1,,1,
15244,15041,2022Q1,S08000016,,S08000016,Urological,,6,,6,
15245,15042,2022Q1,S08000016,,S08000024,Head & Neck,,2,,2,
15246,15043,2022Q1,S08000016,,S08000024,Lung,,4,,4,
15247,15044,2022Q1,S08000016,,S08000024,Lymphoma,,1,,1,
15248,15142,2022Q1,S08000026,,S08000026,Urological,,4,,3,
15249,15045,2022Q1,S08000016,,S08000024,Urological,,3,,1,
15250,15046,2022Q1,S08000016,,S08000031,Colorectal,,3,,3,
15251,15047,2022Q1,S08000016,,S08000031,Lymphoma,,1,,1,
15252,15048,2022Q1,S08000017,,S08000017,Breast,,23,,22,
15253,15049,2022Q1,S08000017,,S08000017,Colorectal,,18,,12,
15254,15050,2022Q1,S08000017,,S08000017,Head & Neck,,2,,2,
15255,15051,2022Q1,S08000017,,S08000017,Lung,,16,,15,
15256,15052,2022Q1,S08000017,,S08000017,Lymphoma,,2,,2,
15257,15053,2022Q1,S08000017,,S08000017,Melanoma,,2,,2,
15258,15054,2022Q1,S08000017,,S08000017,Upper GI,,7,,7,
15259,15055,2022Q1,S08000017,,S08000017,Urological,,17,,8,
